Mean Score,Participant Mean Scores,Most common best Parameter,True Label,Predicted Label
_,_,_,50.0000007451,87.46585395945692
_,_,_,50.0000007451,83.98416698270297
_,_,_,50.0000007451,89.05006293390599
_,_,_,50.0000007451,93.97634722656308
_,_,_,50.0000007451,94.99064079738568
_,_,_,50.0000007451,97.00000144542798
_,_,_,51.2423880255,99.18453817082656
_,_,_,150.0000022352,83.000001236604
_,_,_,150.0000022352,89.00000132623198
_,_,_,150.0000022352,101.99384450113905
_,_,_,150.0000022352,78.02082965603198
_,_,_,150.0000022352,93.01539765309967
_,_,_,150.0000022352,92.00000137094797
_,_,_,150.0000022352,89.02367990778957
_,_,_,150.0000022352,91.51262660037442
_,_,_,150.0000022352,93.05872255786866
_,_,_,149.378808598,94.90972697318752
_,_,_,100.0000014901,82.987504140564
_,_,_,100.0000014901,96.004167129356
_,_,_,100.0000014901,92.99068348112647
_,_,_,100.0000014901,86.975007104092
_,_,_,100.0000014901,85.29991643172951
_,_,_,100.0000014901,89.2851900990255
_,_,_,100.0000014901,92.80405783395632
_,_,_,100.0000014901,99.01242534791197
_,_,_,100.0000014901,93.90053719422399
_,_,_,100.0000014901,85.92531159757002
_,_,_,100.0000014901,95.71263827931948
_,_,_,100.0000014901,91.9938260460309
_,_,_,149.3751474346,93.14406896552794
_,_,_,150.0000022352,91.79396028587234
_,_,_,150.0000022352,93.44392921317345
_,_,_,150.0000022352,85.93780869395401
_,_,_,150.0000022352,86.98772387020999
_,_,_,150.0000022352,91.98765072120597
_,_,_,150.0000022352,83.22822285137585
_,_,_,150.0000022352,94.01242527353199
_,_,_,150.0000022352,82.01242509429201
_,_,_,150.0000022352,90.025068756348
_,_,_,51.2497103554,92.00319886835197
_,_,_,50.0000007451,99.2002144584795
_,_,_,50.0000007451,92.24072008177095
_,_,_,50.0000007451,96.94398418252
_,_,_,50.0000007451,93.97500720824598
_,_,_,50.0000007451,93.73757752423745
_,_,_,50.0000007451,81.75000121848701
_,_,_,50.0000007451,94.2157442249925
_,_,_,50.0000007451,93.95021438023852
_,_,_,50.0000007451,97.23750435268447
_,_,_,50.0000007451,91.2375408753545
_,_,_,50.0000007451,94.95637141413505
_,_,_,50.0000007451,89.5062498819445
_,_,_,50.0000007451,91.95023265644394
_,_,_,50.0000007451,90.049843278938
_,_,_,99.3751466773,89.90344173916745
_,_,_,100.0000014901,87.74378937113843
_,_,_,100.0000014901,86.937735485734
_,_,_,100.0000014901,88.9688867265814
_,_,_,100.0000014901,94.15034048054623
_,_,_,100.0000014901,91.97307077559002
_,_,_,100.0000014901,91.97085368369666
_,_,_,100.0000014901,85.46576240052492
_,_,_,100.0000014901,92.974933970164
_,_,_,100.0000014901,101.95328995754616
_,_,_,100.0000014901,94.962510126704
_,_,_,100.0000014901,85.23765062077388
_,_,_,98.7576142035,95.9200436039963
_,_,_,0.0,92.98018176798598
_,_,_,0.0,84.48131053240989
_,_,_,49.3751459369,111.05348359226706
_,_,_,50.0000007451,94.9250920617
_,_,_,50.0000007451,94.71269318178749
_,_,_,50.0000007451,106.02492254871198
_,_,_,50.0000007451,87.46890500987838
_,_,_,50.0000007451,82.49382590455092
_,_,_,50.0000007451,99.47202946292799
_,_,_,50.0000007451,86.02484902724598
_,_,_,50.0000007451,92.01249846723599
_,_,_,50.0000007451,97.50625000111387
_,_,_,50.0000007451,105.92516544904387
_,_,_,50.0000007451,87.99689534310892
_,_,_,50.0000007451,93.987577527631
_,_,_,50.0000007451,87.03719969147397
_,_,_,50.0000007451,90.987577483276
_,_,_,148.7502926096,107.44383789250986
_,_,_,150.0000022352,89.97500714908789
_,_,_,150.0000022352,99.06212083931797
_,_,_,150.0000022352,94.48143882211689
_,_,_,150.0000022352,93.95626156403289
_,_,_,150.0000022352,102.95001314980597
_,_,_,150.0000022352,81.98735767906003
_,_,_,150.0000022352,97.51249854919851
_,_,_,150.0000022352,90.71261989860645
_,_,_,150.0000022352,93.98125575641988
_,_,_,100.6248563059,91.60608023372689
_,_,_,100.0000014901,94.95012286575147
_,_,_,100.0000014901,89.23761406860241
_,_,_,100.0000014901,82.46890493544086
_,_,_,100.0000014901,89.03752922640992
_,_,_,100.0000014901,91.46901490488489
_,_,_,100.0000014901,90.45332029604093
_,_,_,100.0000014901,92.6970534759155
_,_,_,100.0000014901,90.72511699494642
_,_,_,100.0000014901,92.97500719330998
_,_,_,100.0000014901,88.743825997679
_,_,_,100.0000014901,89.26573253474899
_,_,_,99.3788078438,84.962583201448
_,_,_,50.0000007451,90.93769893364289
_,_,_,50.0000007451,94.74691374953547
_,_,_,50.0000007451,89.21885011847246
_,_,_,50.0000007451,87.99070171239093
_,_,_,50.0000007451,83.7189232600964
_,_,_,50.0000007451,97.98448992488454
_,_,_,50.0000007451,102.91915483213899
_,_,_,50.0000007451,87.5374193690619
_,_,_,50.0000007451,101.21881368584896
_,_,_,50.0000007451,101.98134740481352
_,_,_,50.0000007451,85.97508031264
_,_,_,50.0000007451,99.91259504018997
_,_,_,50.0000007451,91.92538491036203
_,_,_,51.2423880255,88.0342218789904
_,_,_,150.0000022352,90.95008619435403
_,_,_,150.0000022352,93.95008623955198
_,_,_,150.0000022352,86.98743097710798
_,_,_,150.0000022352,94.00007462396789
_,_,_,150.0000022352,94.98129238281888
_,_,_,150.0000022352,100.00000149027599
_,_,_,150.0000022352,91.91266814406599
_,_,_,150.0000022352,94.02492236990001
_,_,_,149.378808598,96.5063232091759
_,_,_,100.0000014901,97.22824136575498
_,_,_,100.0000014901,85.26255328387242
_,_,_,100.0000014901,105.92538511901195
_,_,_,100.0000014901,96.9595323293165
_,_,_,100.0000014901,92.4439841154249
_,_,_,100.0000014901,95.98757755775088
_,_,_,100.0000014901,94.48125576379388
_,_,_,100.0000014901,91.46883184625091
_,_,_,100.0000014901,85.94409385395589
_,_,_,100.0000014901,88.96265648426139
_,_,_,100.0000014901,92.97515364009398
_,_,_,100.0000014901,87.92509195737802
_,_,_,149.3751474346,93.45012284345889
_,_,_,150.0000022352,88.96272970795397
_,_,_,150.0000022352,90.52495892911689
_,_,_,150.0000022352,95.48131069606296
_,_,_,150.0000022352,76.49685855995837
_,_,_,150.0000022352,89.26244350847394
_,_,_,150.0000022352,88.01249840718089
_,_,_,150.0000022352,89.92523843378001
_,_,_,150.0000022352,93.75928268985795
_,_,_,150.0000022352,79.0000744004469
_,_,_,51.2497103554,101.92531183601399
_,_,_,50.0000007451,99.9874677823779
_,_,_,50.0000007451,93.98452647720255
_,_,_,50.0000007451,90.50011118353092
_,_,_,50.0000007451,95.999854983624
_,_,_,50.0000007451,96.97508047666597
_,_,_,50.0000007451,86.96243678456001
_,_,_,50.0000007451,84.26553109628739
_,_,_,50.0000007451,103.97500735710197
_,_,_,50.0000007451,90.99985490912
_,_,_,50.0000007451,90.9750803870889
_,_,_,50.0000007451,98.71572598619154
_,_,_,50.0000007451,85.50621321030138
_,_,_,50.0000007451,87.5062498519219
_,_,_,99.3751466773,97.93152371292388
_,_,_,100.0000014901,93.72509873356148
_,_,_,100.0000014901,94.97486077645202
_,_,_,100.0000014901,93.26246187403251
