Mean Score,Test Scores,Most common best Parameter,True Label,Predicted Label
_,_,_,98.7576142035,99.93209368882994
_,_,_,0.0,84.33492799895436
_,_,_,0.0,99.72508453032498
_,_,_,49.3751459369,102.03473369624793
_,_,_,50.0000007451,90.55340352998982
_,_,_,50.0000007451,93.33170866593983
_,_,_,50.0000007451,98.61005488545358
_,_,_,50.0000007451,94.69301774538899
_,_,_,50.0000007451,98.99267618841526
_,_,_,50.0000007451,88.76866922440833
_,_,_,50.0000007451,86.63111517467595
_,_,_,50.0000007451,92.97627526749788
_,_,_,50.0000007451,100.080139869866
_,_,_,50.0000007451,95.9066985731017
_,_,_,50.0000007451,92.8214219786556
_,_,_,50.0000007451,93.61552770750588
_,_,_,50.0000007451,98.95839446387976
_,_,_,50.0000007451,83.9142708568881
_,_,_,150.0000022352,93.30050067710759
_,_,_,150.0000022352,93.00334666763256
_,_,_,150.0000022352,93.38435779173544
_,_,_,150.0000022352,94.48664034149236
_,_,_,150.0000022352,100.17110116756402
_,_,_,150.0000022352,92.50107207646643
_,_,_,150.0000022352,96.5941935925419
_,_,_,150.0000022352,80.63057319256032
_,_,_,150.0000022352,101.01974446033496
_,_,_,100.6248563059,96.72272044924622
_,_,_,100.0000014901,91.00076001994495
_,_,_,100.0000014901,93.23122323309482
_,_,_,100.0000014901,91.24597219866614
_,_,_,100.0000014901,91.73579310208554
_,_,_,100.0000014901,82.25313909392406
_,_,_,100.0000014901,92.50032964506033
_,_,_,100.0000014901,86.21572650083023
_,_,_,100.0000014901,94.72726332236749
_,_,_,100.0000014901,102.05331282151309
_,_,_,100.0000014901,95.22011734667208
_,_,_,100.0000014901,86.758368727523
_,_,_,99.3788078438,88.8010959802294
_,_,_,50.0000007451,85.52988975875195
_,_,_,50.0000007451,102.07080518131689
_,_,_,50.0000007451,92.16185070665287
_,_,_,50.0000007451,91.61051880586659
_,_,_,50.0000007451,90.11813689311492
_,_,_,50.0000007451,82.23841713660153
_,_,_,50.0000007451,93.13308921175621
_,_,_,50.0000007451,85.3519154017477
_,_,_,50.0000007451,90.75035790294525
_,_,_,50.0000007451,91.46815834017612
_,_,_,50.0000007451,95.45676625112506
_,_,_,50.0000007451,90.67910240704681
_,_,_,50.0000007451,91.69694743299624
_,_,_,50.0000007451,86.53279507764948
_,_,_,51.2423880255,88.60922902919752
_,_,_,150.0000022352,98.82081844477845
_,_,_,150.0000022352,95.6392570245816
_,_,_,150.0000022352,93.82357114242235
_,_,_,150.0000022352,91.89404243882514
_,_,_,150.0000022352,86.80064052509637
_,_,_,150.0000022352,94.65537434102816
_,_,_,150.0000022352,85.56502465359166
_,_,_,150.0000022352,91.16143604225519
_,_,_,150.0000022352,92.32433370339349
_,_,_,149.378808598,89.97046473334494
_,_,_,100.0000014901,89.66266513464754
_,_,_,100.0000014901,99.65154816381865
_,_,_,100.0000014901,105.08544726834538
_,_,_,100.0000014901,95.67740136020645
_,_,_,100.0000014901,85.29308277135598
_,_,_,100.0000014901,96.1217590980007
_,_,_,100.0000014901,92.50297700539087
_,_,_,100.0000014901,100.61778459554996
_,_,_,100.0000014901,96.17957675680867
_,_,_,100.0000014901,93.9272354281452
_,_,_,100.0000014901,85.25374161301414
_,_,_,100.0000014901,85.58682866631705
_,_,_,149.3751474346,94.75865784731475
_,_,_,150.0000022352,94.02471893630744
_,_,_,150.0000022352,91.50019080953506
_,_,_,150.0000022352,89.09920160972159
_,_,_,150.0000022352,92.3174741778611
_,_,_,150.0000022352,99.86855636418063
_,_,_,150.0000022352,90.08505220735502
_,_,_,150.0000022352,87.78236440908569
_,_,_,150.0000022352,89.3242964499924
_,_,_,150.0000022352,81.13234356820342
_,_,_,51.2497103554,86.53351745305703
_,_,_,50.0000007451,92.97704586144742
_,_,_,50.0000007451,93.29400316574544
_,_,_,50.0000007451,92.16754414852642
_,_,_,50.0000007451,93.67747307489651
_,_,_,50.0000007451,89.37658381687548
_,_,_,50.0000007451,87.26058647125538
_,_,_,50.0000007451,91.53071403080644
_,_,_,50.0000007451,101.4950899484225
_,_,_,50.0000007451,90.71919867047569
_,_,_,50.0000007451,98.64214737252216
_,_,_,50.0000007451,90.10193953137369
_,_,_,50.0000007451,98.82287591866555
_,_,_,50.0000007451,84.46189238555993
_,_,_,50.0000007451,101.49060663928209
_,_,_,99.3751466773,102.42554589852483
_,_,_,100.0000014901,93.51564351074954
_,_,_,100.0000014901,82.75866758103713
_,_,_,100.0000014901,89.19391949613718
_,_,_,100.0000014901,80.42919505183215
_,_,_,100.0000014901,99.38326502861545
_,_,_,100.0000014901,90.93958534407881
_,_,_,100.0000014901,94.1350249645887
_,_,_,100.0000014901,85.44360616257627
_,_,_,100.0000014901,93.1063204140674
_,_,_,100.0000014901,93.84216973483949
_,_,_,100.0000014901,89.89827765379194
_,_,_,98.7576142035,92.3126590999242
_,_,_,0.0,90.48897612897936
_,_,_,0.0,90.65375622436163
_,_,_,49.3751459369,94.73362383199175
_,_,_,50.0000007451,93.51883046201277
_,_,_,50.0000007451,86.70653277789339
_,_,_,50.0000007451,89.4556638241182
_,_,_,50.0000007451,90.45115865514742
_,_,_,50.0000007451,99.99451663610175
_,_,_,50.0000007451,94.58223900413519
_,_,_,50.0000007451,92.21084701512568
_,_,_,50.0000007451,86.79581853308171
_,_,_,50.0000007451,87.29546324359079
_,_,_,50.0000007451,93.61145487864849
_,_,_,50.0000007451,94.02734504944515
_,_,_,50.0000007451,93.82670140865068
_,_,_,50.0000007451,87.71174171751947
_,_,_,50.0000007451,90.94879725064362
_,_,_,148.7502926096,95.65629067879274
_,_,_,150.0000022352,95.17128879191142
_,_,_,150.0000022352,95.5461089609764
_,_,_,150.0000022352,91.8789122389926
_,_,_,150.0000022352,93.66887561450976
_,_,_,150.0000022352,89.83065631814166
_,_,_,150.0000022352,85.45967903223007
_,_,_,150.0000022352,86.62202994305217
_,_,_,150.0000022352,91.06486044181537
_,_,_,150.0000022352,95.83921623028151
_,_,_,100.6248563059,83.35546210870297
_,_,_,100.0000014901,99.79862605754064
_,_,_,100.0000014901,85.23479786045091
_,_,_,100.0000014901,87.98534825096198
_,_,_,100.0000014901,98.79226354503555
_,_,_,100.0000014901,89.57416240818084
_,_,_,100.0000014901,91.87108724458346
_,_,_,100.0000014901,95.52333833484647
_,_,_,100.0000014901,82.37765475529542
_,_,_,100.0000014901,93.19165815288828
_,_,_,100.0000014901,91.3287856284955
_,_,_,100.0000014901,95.73066120082484
_,_,_,99.3788078438,85.99579695331232
_,_,_,50.0000007451,93.70310178118339
_,_,_,50.0000007451,86.46088498927061
_,_,_,50.0000007451,91.91809326955652
_,_,_,50.0000007451,80.8147871148065
_,_,_,50.0000007451,89.47686837267499
_,_,_,50.0000007451,99.73756831904028
_,_,_,50.0000007451,91.86898060380429
_,_,_,50.0000007451,98.37230187415764
_,_,_,50.0000007451,85.3145979588375
_,_,_,50.0000007451,82.33343921688751
_,_,_,50.0000007451,91.83097180608291
_,_,_,50.0000007451,89.10424168102502
_,_,_,50.0000007451,86.50799296766542
_,_,_,51.2423880255,88.84937858015286
_,_,_,150.0000022352,80.26598165586603
_,_,_,150.0000022352,86.42976784362277
_,_,_,150.0000022352,88.04422607280848
_,_,_,150.0000022352,99.34641050249019
_,_,_,150.0000022352,94.34429774359785
_,_,_,150.0000022352,90.89747251638215
_,_,_,150.0000022352,90.68894235001262
_,_,_,150.0000022352,94.94711129006308
_,_,_,149.378808598,95.77958657610587
_,_,_,100.0000014901,90.10077987304967
_,_,_,100.0000014901,93.96388198326348
_,_,_,100.0000014901,94.43085365118596
_,_,_,100.0000014901,87.97966340586547
_,_,_,100.0000014901,91.06340552668759
_,_,_,100.0000014901,89.1982231560439
_,_,_,100.0000014901,99.30495206124158
_,_,_,100.0000014901,87.40335680241553
_,_,_,100.0000014901,88.268801462818
_,_,_,100.0000014901,88.46237888600282
_,_,_,100.0000014901,102.62106439300538
_,_,_,100.0000014901,100.84680855556955
_,_,_,149.3751474346,94.4138479590868
_,_,_,150.0000022352,94.23441332052516
_,_,_,150.0000022352,97.44146111927121
_,_,_,150.0000022352,96.86641020276147
_,_,_,150.0000022352,85.09406525546451
_,_,_,150.0000022352,80.75044879444486
_,_,_,150.0000022352,80.50957334168011
_,_,_,150.0000022352,88.89045814784765
_,_,_,150.0000022352,87.12877583520017
_,_,_,150.0000022352,82.03082459138443
_,_,_,51.2497103554,88.62037835324709
_,_,_,50.0000007451,86.81548956476401
_,_,_,50.0000007451,102.4007693297084
_,_,_,50.0000007451,96.61602404944071
_,_,_,50.0000007451,93.39098686574795
_,_,_,50.0000007451,96.2125225729504
_,_,_,50.0000007451,90.980964316718
_,_,_,50.0000007451,88.97929362302975
_,_,_,50.0000007451,82.94017574422993
_,_,_,50.0000007451,92.4056693228256
_,_,_,50.0000007451,91.50559855170219
_,_,_,50.0000007451,85.78324660571657
_,_,_,50.0000007451,95.86295661926707
_,_,_,50.0000007451,95.35519105157007
_,_,_,99.3751466773,92.97483147335898
_,_,_,100.0000014901,97.74247303795659
_,_,_,100.0000014901,95.1184690898957
_,_,_,100.0000014901,87.56584227257831
_,_,_,100.0000014901,87.2613641612822
_,_,_,100.0000014901,96.13273014235946
_,_,_,100.0000014901,88.37550207292256
_,_,_,100.0000014901,86.99823562687367
_,_,_,100.0000014901,92.6208192094526
