Mean Score,Participant Scores,True Label,Predicted Label
_,_,50.0,45.172462
_,_,50.0,72.68731
_,_,50.0,70.38658
_,_,50.0,77.69777
_,_,50.0,103.85925
_,_,50.0,73.575676
_,_,50.0,78.73685
_,_,50.0,79.9403
_,_,50.0,86.154236
_,_,50.0,91.633446
_,_,50.0,75.42751
_,_,148.75029,48.060013
_,_,150.0,104.68177
_,_,150.0,83.92087
_,_,150.0,81.80979
_,_,150.0,84.46141
_,_,150.0,40.955574
_,_,150.0,47.64967
_,_,150.0,82.50689
_,_,150.0,58.262592
_,_,150.0,50.005577
_,_,100.624855,77.14301
_,_,100.0,84.27394
_,_,100.0,66.19688
_,_,100.0,103.92333
_,_,100.0,87.16941
_,_,100.0,74.5001
_,_,100.0,87.13061
_,_,100.0,106.49791
_,_,100.0,77.03407
_,_,100.0,119.25911
_,_,100.0,89.08879
_,_,100.0,103.63835
_,_,99.37881,81.08377
_,_,50.0,87.4163
_,_,50.0,110.49913
_,_,50.0,113.077354
_,_,50.0,91.52332
_,_,50.0,76.59413
_,_,50.0,103.40301
_,_,50.0,102.015236
_,_,50.0,93.899055
_,_,50.0,96.71485
_,_,50.0,96.35802
_,_,50.0,114.005035
_,_,50.0,94.91371
_,_,50.0,76.97874
_,_,50.0,96.23418
_,_,51.24239,55.03036
_,_,150.0,135.19972
_,_,150.0,90.41794
_,_,150.0,87.46655
_,_,150.0,67.49206
_,_,150.0,106.63359
_,_,150.0,49.647343
_,_,150.0,79.8375
_,_,150.0,79.955605
_,_,150.0,76.86324
_,_,149.37881,79.73327
_,_,100.0,101.982185
_,_,100.0,90.17732
_,_,100.0,94.07259
_,_,100.0,84.669106
_,_,100.0,89.69494
_,_,100.0,72.447
_,_,100.0,74.765564
_,_,100.0,97.712036
_,_,100.0,86.52159
_,_,100.0,107.290436
_,_,100.0,117.13342
_,_,100.0,98.47975
_,_,149.37515,82.5483
_,_,150.0,107.80941
_,_,150.0,114.70275
_,_,150.0,107.95446
_,_,150.0,109.01625
_,_,150.0,98.37671
_,_,150.0,118.269104
_,_,150.0,121.769615
_,_,150.0,113.59859
_,_,150.0,72.25669
_,_,51.24971,106.40588
_,_,50.0,67.14006
_,_,50.0,111.13224
_,_,50.0,103.571365
_,_,50.0,86.79383
_,_,50.0,129.13327
_,_,50.0,114.137535
_,_,50.0,117.7349
_,_,50.0,112.65145
_,_,50.0,106.611336
_,_,50.0,98.06701
_,_,50.0,87.275826
_,_,50.0,111.17786
_,_,50.0,100.36499
_,_,50.0,98.33201
_,_,99.375145,100.02671
_,_,100.0,89.144516
_,_,100.0,80.3701
_,_,100.0,69.70382
_,_,100.0,81.55121
_,_,100.0,85.33663
_,_,100.0,106.56398
_,_,100.0,109.85488
_,_,100.0,103.47747
_,_,100.0,99.95073
_,_,100.0,113.90974
_,_,100.0,101.77391
_,_,98.757614,56.3337
_,_,0.0,83.212166
_,_,0.0,104.02622
_,_,49.375145,106.776924
_,_,50.0,103.79251
_,_,50.0,102.68035
_,_,50.0,95.65754
_,_,50.0,78.0269
_,_,50.0,101.1632
_,_,50.0,78.86983
_,_,50.0,102.95105
_,_,50.0,106.19853
_,_,50.0,96.46072
_,_,50.0,69.354
_,_,50.0,100.05525
