Mean Score,Participant Mean Scores,Most common best Parameter,True Label,Predicted Label
_,_,_,100.0000014901,-26349651051258.047
_,_,_,100.0000014901,31092726667758.863
_,_,_,100.0000014901,22497530262812.984
_,_,_,100.0000014901,53802335466423.91
_,_,_,149.3751474346,15416836648169.164
_,_,_,150.0000022352,26758846195856.66
_,_,_,150.0000022352,60960421273269.09
_,_,_,150.0000022352,-47930180064885.85
_,_,_,150.0000022352,40864515944277.76
_,_,_,150.0000022352,19462563974327.336
_,_,_,150.0000022352,-29092404174117.195
_,_,_,150.0000022352,55885811152767.79
_,_,_,150.0000022352,-30268206035243.996
_,_,_,150.0000022352,16568365383985.373
_,_,_,51.2497103554,-28200200547485.746
_,_,_,50.0000007451,-20021092715724.12
_,_,_,50.0000007451,-32388825380878.715
_,_,_,50.0000007451,-57746331695294.625
_,_,_,50.0000007451,-64855937962318.14
_,_,_,50.0000007451,-7868146952596.636
_,_,_,50.0000007451,44946935946673.2
_,_,_,50.0000007451,-10284150016256.56
_,_,_,50.0000007451,-19360693799440.633
_,_,_,50.0000007451,21847379316824.22
_,_,_,50.0000007451,-62968935815882.34
_,_,_,50.0000007451,20426367608000.332
_,_,_,50.0000007451,24273673100925.2
_,_,_,50.0000007451,38837738454339.266
_,_,_,50.0000007451,86316692792506.47
_,_,_,99.3751466773,-63196491562295.25
_,_,_,100.0000014901,14808424730824.543
_,_,_,100.0000014901,-26441652637974.242
_,_,_,100.0000014901,33449390488519.566
_,_,_,100.0000014901,93036941318793.56
_,_,_,100.0000014901,56522442262400.13
_,_,_,100.0000014901,26298533842565.168
_,_,_,100.0000014901,11720769622507.432
_,_,_,100.0000014901,38854065568007.93
_,_,_,100.0000014901,-4465830342888.545
_,_,_,100.0000014901,-37574760000087.57
_,_,_,100.0000014901,-18284049896584.293
_,_,_,98.7576142035,19832792855727.01
_,_,_,0.0,-55234511008110.76
_,_,_,0.0,-29052308566123.41
